FI|SCH|ID|AU|FAU|AF1|AF2|AF3|CI|PAF|CN|AUID
LIL|rhs|lil-486361|Ferraz, Clarice Aparecida||Universidade de São Paulo|Escola de Enfermagem de Ribeirão Preto|Departamento de Enfermagem Geral e Especializada|Ribeirão Preto|BR||
LIL|rhs|lil-486370|Therrien, Silvia Maria Nóbrega||Universidade Estadual do Ceará|||Fortaleza|BR||
LIL|rhs|lil-486370|Barreto, Marcília Chagas||Universidade Estadual do Ceará|||Fortaleza|BR||
LIL|rhs|lil-486370|Almeida, Maria Irismar de||Universidade Federal do Ceará|||Fortaleza|BR||
LIL|rhs|lil-486370|Moreira, Thereza Maria Magalhães||Universidade Estadual do Ceará|||Fortaleza|BR||
LIL|rhs|lil-486420|Ribeiro, Rejane Arruda||Universidade de Brasília|||Brasília|BR||
LIL|rhs|lil-486420|Fleith, Denise de Souza||Universidade de Brasília|||Brasília|BR||
LIL|rhs|lil-486453|Pernas Gómez, Marta||Instituto Superior de Ciencias Médicas de La Habana|Facultad Dr Salvador Allende||Ciudad de La Habana|CU||
LIL|rhs|lil-486453|Miralles Aguilera, Eva||Instituto Superior de Ciencias Médicas de La Habana|Facultad General Calixto García||Ciudad de La Habana|CU||
LIL|rhs|lil-486473|Lebrón, Rafael||Academia de Medicina del Paraguay|||Asunción|PY||
LIL|rhs|lil-486517|Erdmann, Alacoque Lorenzini||Universidade Federal de Santa Catarina||||BR||
LIL|rhs|lil-486539|Leite, Tânia Maria Coelho||Universidade Estadual de Campinas|Faculdade de Ciências Médicas|Depto. de Enfermagem|Campinas|BR||
LIL|rhs|lil-486539|Shimo, Antonieta Keiko Kakuda||Universidade Estadual de Campinas|Faculdade de Ciências Médicas|Depto. de Enfermagem|Campinas|BR||
LIL|rhs|lil-486540|Fernandes, Josicélia Dumêt||Universidade Federal da Bahia|Escola de Enfermagem||Salvador|BR||
LIL|rhs|lil-486540|Rosa, Darci de Oliveira Santa||Universidade Federal da Bahia|Escola de Enfermagem||Salvador|BR||
LIL|rhs|lil-486540|Vieira, Therezinha Teixeira||Universidade Federal da Bahia|Escola de Enfermagem||Salvador|BR||
LIL|rhs|lil-486540|Sadigursky, Dora||UFBA|Escola de Enfermagem||Salvador|BR||
LIL|rhs|lil-486614|Ferrari, Rosângela Aparecida Pimenta||Universidade Estadual de Londrina|Centro de Ciências da Saúde|Departamento de Enfermagem, Área Saúde da Criança e do Adolescente|Londrina|BR||
LIL|rhs|lil-486614|Thomson, Zuleika||UEL|Centro de Ciências da Saúde|Departamento de Saúde Coletiva||BR||
LIL|rhs|lil-486614|Melchior, Regina||UEL|Centro de Ciências da Saúde|Departamento de Saúde Coletiva||BR||
LIL|rhs|lil-486966|Orta, Nelson||Asociacion Latinoamericana de Nefrología Pediátrica||||VE||
LIL|rhs|lil-486975|Bibiloni, Norma||Hospital de Niños de La Plata|Servicio de Nefrología||La Plata|AR||
LIL|rhs|lil-486988|Gordillo Paniagua, Gustavo||s.af||||||
LIL|rhs|lil-487182|Schavelzon, José||s.af||||||
LIL|rhs|lil-487183|Amaral, João Joaquim Freitas do||Universidade Federal do Ceará|Faculdade de Medicina|Departamento de Saúde Materno Infantil|Fortaleza|BR||
LIL|rhs|lil-487183|Victora, Cesar Gomes||Universidade Federal de Pelotas|Faculdade de Medicina|Programa de Pós-Graduação em Epidemiologia. Departamento de Medicina Social||BR||
LIL|rhs|lil-487277|Romano, Valéria Ferreira||Universidade Estácio de Sá|||Rio de Janeiro|BR||
LIL|rhs|lil-487284|Mendonça, Fernanda de Freitas||Universidade Estadual de Londrina||||BR||
LIL|rhs|lil-487284|Garanhani, Mara Lúcia||Universidade Estadual de Londrina||||BR||
LIL|rhs|lil-487284|Martins, Vera Lúcia||Universidade Estadual de Londrina|Departamento de Saúde Coletiva|||BR||
LIL|rhs|lil-487296|Canônico, Rhavana Pilz||Secretaria Municipal de Saúde de São Paulo|Programa A gente na rua||São Paulo|BR||
LIL|rhs|lil-487296|Brêtas, Ana Cristina Passarella||Universidade Federal de São Paulo|Departamento de Enfermagem||São Paulo|BR||
LIL|rhs|lil-487313|Costa, Arabela Antônia Nery de Melo||Universidade de Pernambuco|||Recife|BR||
LIL|rhs|lil-487313|César, Kátia Rejane Vergueiro||Universidade de Pernambuco|||Recife|BR||
LIL|rhs|lil-487313|Schirmer, Janine||Universidade Federal de São Paulo|||São Paulo|BR||
LIL|rhs|lil-487313|Tavares, Márcia Maia Ferreira||Universidade de Pernambuco|||Recife|BR||
LIL|rhs|lil-487501|Hurtado Gómez, Luis||s.af||||||
LIL|rhs|lil-487507|Sandoval Morón, Oscar||Sociedad Boliviana de Pediatría||||BO||
LIL|rhs|lil-487507|Mazzi G. de Prada, Eduardo||Sociedad Boliviana de Pediatría||||BO||
LIL|rhs|lil-487508|Hurtado Gómez, Luis||s.af||||||
LIL|rhs|lil-487518|Torrejón Jurado, Edmundo||Sociedad de Historia de la Medicina||||||
LIL|rhs|lil-487519|Sotelo, Luis V||s.af||||||
LIL|rhs|lil-487588|Gamarra Durana, Alfonso||Academia Boliviana de la Lengua||||BO||
LIL|rhs|lil-487617|Vásquez Luna, Flavio||Sociedad Boliviana de Historia de la Medicina||||BO||
LIL|rhs|lil-487636|Montalvão, Leticia Nunes||Hospital do Servidor Público Estadual de São Paulo|Clínica Médica||São Paulo|BR||
LIL|rhs|lil-487636|Pires, Mario Cezar||Hospital do Servidor Público Estadual de São Paulo|Clínica Médica|Serviço de Dermatologia|São Paulo|BR||
LIL|rhs|lil-487636|Mello, João Ferreira de||Universidade Federal de São Paulo|||São Paulo|BR||
LIL|rhs|lil-487681|Luna Orosco E., Javier||Sociedad Boliviana de Historia de la Medicina||||BO||
LIL|rhs|lil-487978|Hurtado Hoyo, Elías||Asociación Médica Argentina|||Ciudad Autónoma de Buenos Aires|AR||
LIL|rhs|lil-487983|Buzzi, Alfredto||Universidad de Buenos Aires|Facultad de Medicina||Ciudad Autónoma de Buenos Aires|AR||
LIL|rhs|lil-488032|Visentini, Paulo Rogerio Saurin||Universidade Estadual Paulista|Faculdade de Medicina Veterinária e Zootecnia|Programa de Pós-graduação em Zootecnia|Botucatu|BR||
LIL|rhs|lil-488032|Berto, Dirlei Antonio||Universidade Estadual Paulista|Faculdade de Medicina Veterinária e Zootecnia|Departamento de Produção Animal|Botucatu|BR||
LIL|rhs|lil-488032|Wechsler, Francisco Stefano||Universidade Estadual Paulista|Faculdade de Medicina Veterinária e Zootecnia|Departamento de Produção Animal|Botucatu|BR||
LIL|rhs|lil-488032|Cardoso, Thais Aparecida||Universidade Estadual Paulista|Faculdade de Medicina Veterinária e Zootecnia||Botucatu|BR||
LIL|rhs|lil-488032|Castro, Vanessa de Souza||Universidade Estadual Paulista|Faculdade de Medicina Veterinária e Zootecnia||Botucatu|BR||
LIL|rhs|lil-488076|Oliveira, Maria Regina Fernandes de||SVS|Coordenação Geral de Desenvolvimento da Epidemiologia em Serviços||Brasília-DF|BR||
LIL|rhs|lil-488099|Díaz Colina, José A||Policlínico Docente de Primero de Enero||||CU||
LIL|rhs|lil-488099|Díaz Colina, Mirelis||Policlínico Docente de Primero de Enero||||CU||
LIL|rhs|lil-488099|Ibarra López, Ramón||Policlínico Docente de Primero de Enero||||CU||
LIL|rhs|lil-488124|Vega Herranz, Gladys||Hospital Prov Antonio Luaces Iraola de Ciego de Avila||||CU||
LIL|rhs|lil-488124|Mendoza Moreno, Diana L||Hospital Prov Antonio Luaces Iraola de Ciego de Avila||||CU||
LIL|rhs|lil-488124|Alfonso Martínez, Pedro A||Hospital Prov Antonio Luaces Iraola de Ciego de Avila||||CU||
LIL|rhs|lil-488124|Núrquez Gómez, Caridad||Hospital Prov Antonio Luaces Iraola de Ciego de Avila||||CU||
LIL|rhs|lil-488124|Marrero Alvariño, Yazmín||Hospital Prov Antonio Luaces Iraola de Ciego de Avila||||CU||
LIL|rhs|lil-488241|Martin-Frechilla, Juan José||Universidad Central de Venezuela||||VE||
LIL|rhs|lil-488255|Velazquez de Sanchez, Hilda||Universidad Nacional de Misiones|Escuela de Enfermeria|||||
LIL|rhs|lil-488336|Placeres Hernández, José Fernando||Policlínico Cesáreo Sánchez|||Pedro Betancourt|CU||
LIL|rhs|lil-488336|de León Rosales, Lázaro||Facultad de Ciencias Médicas Juan Guiteras Gener|||Matanzas|CU||
LIL|rhs|lil-488336|Medina Hernández, Yoel||Policlínico Camarioca Humberto Alvarez|||Cárdenas|CU||
LIL|rhs|lil-488336|Martínez Rodríguez, Edel||Policlínico Nelson Fernández Oliva|||Limonar|CU||
LIL|rhs|lil-488354|García Rossique, Pedro||Hospital Militar Docente Mario Muñoz Monroy|||Matanzas|CU||
LIL|rhs|lil-488354|Herrera Hernández, Norma||Hospital Universitario Docente Faustino Pérez|||Matanzas|CU||
LIL|rhs|lil-488354|Torres Sariol, May-Ling||Hospital Militar Docente Mario Muñoz Monroy|||Matanzas|CU||
LIL|rhs|lil-488403|Ferreira Moreno, Víctor||Hospital Pediátrico Universitario Eliseo Noel Caamaño|||Matanzas|CU||
LIL|rhs|lil-488403|Montes de Oca Rodríguez, Eloy||Hospital Pediátrico Universitario Eliseo Noel Caamaño|||Matanzas|CU||
LIL|rhs|lil-488403|Hernández Rodríguez, Narciso||Hospital Pediátrico Universitario Eliseo Noel Caamaño|||Matanzas|CU||
LIL|rhs|lil-488450|Atayde, Marla Albuquerque||s.af||||||
LIL|rhs|lil-488526|Hinrichsen, Sylvia Lemos||Universidade Federal de Pernambuco|Centro de Ciências da Saúde||Recife|BR||
LIL|rhs|lil-488526|Marsden, Armando||Universidade Federal de Pernambuco|Centro de Ciências Biológicas|Departamento de Micologia|Recife|BR||
LIL|rhs|lil-488526|Falcão, Érika||Universidade Federal de Pernambuco|Núcleo de Ensino, Pesquisa e Assistência em Infectologia||Recife|BR||
LIL|rhs|lil-488526|Moura, Líbia||Universidade Federal de Pernambuco|Hospital das Clínicas|Núcleo de Ensino, Pesquisa e Assistência em Infectologia|Recife|BR||
LIL|rhs|lil-488526|Martins, Renata Cardoso||Universidade Federal de Pernambuco|Hospital das Clínicas|Núcleo de Ensino, Pesquisa e Assistência em Infectologia|Recife|BR||
LIL|rhs|lil-488526|Lira, Maria da Conceição||Universidade Federal de Pernambuco|Hospital das Clínicas|Núcleo de Ensino, Pesquisa e Assistência em Infectologia|Recife|BR||
LIL|rhs|lil-488526|Santos Vilella, Tatiana de Aguiar||Universidade Federal de Pernambuco|Hospital das Clínicas|Núcleo de Ensino, Pesquisa e Assistência em Infectologia|Recife|BR||
LIL|rhs|lil-488642|Delfino, Carina Sinclér||USP|Faculdade de Odontologia de Ribeirão Preto|Departamento de Odontologia Restauradora|Ribeirão Preto|BR||
LIL|rhs|lil-488642|Atoui, Juliana Abdallah||USP|Faculdade de Odontologia de Ribeirão Preto|Departamento de Odontologia Restauradora|Ribeirão Preto|BR||
LIL|rhs|lil-488642|Sassi, Juliano Fernandes||USP|Faculdade de Odontologia de Ribeirão Preto|Departamento de Odontologia Restauradora|Ribeirão Preto|BR||
LIL|rhs|lil-488642|Silva, Marcelo Filadelfo||USP|Faculdade de Odontologia de Ribeirão Preto|Departamento de Odontologia Restauradora|Ribeirão Preto|BR||
LIL|rhs|lil-488642|Menezes, Márcio de||USP|Faculdade de Odontologia de Ribeirão Preto|Departamento de Odontologia Restauradora|Ribeirão Preto|BR||
LIL|rhs|lil-488642|Saquy, Paulo César||USP|Faculdade de Odontologia de Ribeirão Preto|Departamento de Odontologia Restauradora|Ribeirão Preto|BR||
LIL|rhs|lil-488671|Veiga Junior, Valdir Florencio da||Universidade Federal do Amazonas|Departamento de Química||Manaus|BR||
LIL|rhs|lil-488775|Hochman, Gilberto||s.af||||||
LIL|rhs|lil-488775|Pires-Alves, Fernando||s.af||||||
LIL|rhs|lil-488775|Trindade Lima, Nísia||s.af||||||
LIL|rhs|lil-488776|Pires-Alves, Fernando||Fundação Oswaldo Cruz|Casa de Oswaldo Cruz|Observatório História e Saúde - ObservaRH|Rio de Janeiro|BR||
LIL|rhs|lil-488776|Paiva, Carlos Henrique Assunção||Fundação Oswaldo Cruz|Casa de Oswaldo Cruz|Observatório História e Saúde - ObservaRH|Rio de Janeiro|BR||
LIL|rhs|lil-488776|Hochman, Gilberto||Fundação Oswaldo Cruz|Casa de Oswaldo Cruz|Observatório História e Saúde - ObservaRH|Rio de Janeiro|BR||
LIL|rhs|lil-488778|Santana, José Paranaguá de||Organização Mundial da Saúde|Organização Pan-Americana da Saúde|Unidade Técnica de Políticas de Recursos Humanos||||
LIL|rhs|lil-488780|Pires­Alves, Fernando||Fundação Oswaldo Cruz|Casa de Oswaldo Cruz|Observatório História e Saúde ­ ObservaRH|Rio de Janeiro|BR||
LIL|rhs|lil-488780|Paiva, Carlos Henrique Assunção||Fundação Oswaldo Cruz|Casa de Oswaldo Cruz|Observatório História e Saúde ­ ObservaRH|Rio de Janeiro|BR||
LIL|rhs|lil-488780|Hochman, Gilberto||Fundação Oswaldo Cruz|Casa de Oswaldo Cruz|Observatório História e Saúde ­ ObservaRH|Rio de Janeiro|BR||
LIL|rhs|lil-488792|Agostoni, Claudia||Universidad Nacional Autónoma de México|Instituto de Investigaciones Históricas||México|MX||
LIL|rhs|lil-488815|Motta, Luciana Branco da||UERJ|HUPE|UnATI. Núcleo de Atenção ao Idoso|Rio de Janeiro|BR||
LIL|rhs|lil-488815|Caldas, Célia Pereira||UERJ|UnATI|Faculdade de Enfermagem|Rio de Janeiro|BR||
LIL|rhs|lil-488815|Assis, Mônica de||UERJ|HUPE|UnATI. Núcleo de Atenção ao Idoso|Rio de Janeiro|BR||
LIL|rhs|lil-488836|Koyashiki, Gina Ayumi Kobayashi||Universidade Estadual de Londrina|||Londrina|BR||
LIL|rhs|lil-488836|Alves-Souza, Rosani Aparecida||Universidade Estadual de Londrina|||Londrina|BR||
LIL|rhs|lil-488836|Garanhani, Maria Lucia||Universidade Estadual de Londrina|||Londrina|BR||
LIL|rhs|lil-489180|Reyes, Eugenio||s.af||||||
LIL|rhs|lil-489188|Gareca, Mariana||Fundación Científica y Tecnológica|||Santiago|CL||
LIL|rhs|lil-489188|Verdugo, Rocío||Fundación Científica y Tecnológica|||Santiago|CL||
LIL|rhs|lil-489188|Briones, José Luis||Universidad de Chile|Facultad de Medicina||Santiago|CL||
LIL|rhs|lil-489188|Vera, Aldo||Fundación Científica y Tecnológica||||CL||
LIL|rhs|lil-489191|Talhaferro, Belisa||Faculdade de Medicina de São José do Rio Preto|||São José do Rio Preto|BR||
LIL|rhs|lil-489191|Barboza, Denise Beretta||Faculdade de Medicina de São José do Rio Preto|Curso de Graduação em Enfermagem||São José do Rio Preto|BR||
LIL|rhs|lil-489191|Domingos, Neide Aparecida Micelli||Faculdade de Medicina de São José do Rio Preto|Serviço de Psicologia|Departamento de Psiquiatria e Psicologia Médica|São José do Rio Preto|BR||
LIL|rhs|lil-489196|Carvalho, Bruno Ramalho de||Universidade de São Paulo|Faculdade de Medicina de Ribeirão Preto|Departamento de Patologia. Curso de Introdução ao Direito Médico e à Medicina Normativa|Ribeirão Preto|BR||
LIL|rhs|lil-489196|Ricco, Rafaela Cristina||Universidade de São Paulo|Faculdade de Medicina de Ribeirão Preto|Departamento de Patologia. Curso de Introdução ao Direito Médico e à Medicina Normativa|Ribeirão Preto|BR||
LIL|rhs|lil-489196|Santos, Raquel dos||Universidade de São Paulo|Faculdade de Medicina de Ribeirão Preto|Departamento de Patologia. Curso de Introdução ao Direito Médico e à Medicina Normativa|Ribeirão Preto|BR||
LIL|rhs|lil-489196|Campos, Maria Angélica de Figueiredo||Universidade de São Paulo|Faculdade de Medicina de Ribeirão Preto|Departamento de Patologia. Curso de Introdução ao Direito Médico e à Medicina Normativa|Ribeirão Preto|BR||
LIL|rhs|lil-489196|Mendes, Eleonora Soubihe||Universidade de São Paulo|Faculdade de Medicina de Ribeirão Preto|Departamento de Patologia. Curso de Introdução ao Direito Médico e à Medicina Normativa|Ribeirão Preto|BR||
LIL|rhs|lil-489196|Mello, André Luiz da Silva||Universidade de São Paulo|Faculdade de Medicina de Ribeirão Preto|Departamento de Patologia. Curso de Introdução ao Direito Médico e à Medicina Normativa|Ribeirão Preto|BR||
LIL|rhs|lil-489196|Mello, Celia Helena Pereira||Universidade de São Paulo|Faculdade de Medicina de Ribeirão Preto|Departamento de Patologia. Curso de Introdução ao Direito Médico e à Medicina Normativa|Ribeirão Preto|BR||
LIL|rhs|lil-489196|D´Ávila, Antônio Miguel Morena Pires||Universidade de São Paulo|Faculdade de Medicina de Ribeirão Preto|Departamento de Patologia. Curso de Introdução ao Direito Médico e à Medicina Normativa|Ribeirão Preto|BR||
LIL|rhs|lil-489228|Almeida, Elizabeth Crepaldi de||Pontifícia Universidade Católica de Campinas|Centro de Ciências da Vida|Faculdade de Fonoaduiologia|Campinas|BR||
LIL|rhs|lil-489228|Furtado, Luciana de Moraes||Pontifícia universidade Católica de Campinas|Centro de Ciências da Vida|Faculdade de Fonaudiologia|Campinas|BR||
LIL|rhs|lil-489284|Manitto, Nancy||Sanatorio Allende|Servicio de Infectologia||Córdoba|AR||
LIL|rhs|lil-489343|Chacon, Ihvina Saboya||Universidade Federal do Ceará|||Fortaleza|BR||
LIL|rhs|lil-489343|Matos, Tereza Gláucia Rocha||Universidade de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-489343|Farrero, José Maria Castán||Universidade de Barcelona|Departamento de Economia y Organización de Empresas||Barcelona|ES||
LIL|rhs|lil-489782|Fujimori, Elizabeth||Universidade de São Paulo|Escola de Enfermagem|Departamento de Enfermagem em Saúde Coletiva|São Paulo|BR||
LIL|rhs|lil-489782|Takahashi, Renata Ferreira||Universidade de São Paulo|Escola de Enfermagem|Departamento de Enfermagem em Saúde Coletiva|São Paulo|BR||
LIL|rhs|lil-489782|Fonseca, Rosa Maria Godoy Serpa da||Universidade de São Paulo|Escola de Enfermagem|Departamento de Enfermagem em Saúde Coletiva|São Paulo|BR||
LIL|rhs|lil-489787|Santos, Viviane Camargo||Unidade Básica de Saúde Jardim Sapopemba|||São Paulo|BR||
LIL|rhs|lil-489787|Soares, Cássia Baldini||Universidade de São Paulo|Escola de Enfermagem|Departamento de Enfermagem em Saúdde Coletiva|São Paulo|BR||
LIL|rhs|lil-489787|Campos, Célia Maria Sivalli||Universidade de São Paulo|Escola de Enfermagem|Departamento de Enfermagem em Saúdde Coletiva|São Paulo|BR||
LIL|rhs|lil-489790|Barros, Débora Gomes||Universidade de São Paulo|Escola de Enfermagem||São Paulo|BR||
LIL|rhs|lil-489790|Chiesa, Anna Maria||Universidade de São Paulo|Escola de Enfermagem|Departamento de Enfermagem em Saúde Coletiva|São Paulo|BR||
LIL|rhs|lil-489795|Oliveira, Maria Amélia de Campos||Universidade de São Paulo|Escola de Enfermagem||São Paulo|BR||
LIL|rhs|lil-489795|Veríssimo, Maria De Lá Ó Ramallo||Universidade de São Paulo|Escola de EnfermagemSP||São Paulo|BR||
LIL|rhs|lil-489795|Püschel, Vilanice de Araújo||Universidade de São Paulo|Escola de Enfermagem||São Paulo|BR||
LIL|rhs|lil-489795|Riesco, Maria Luiza Gonzalez||Universidade de São Paulo|Escola de Enfermagem||São Paulo|BR||
LIL|rhs|lil-489796|Silva, Kenia Lara da||Pontifícia Universidade Católica de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|lil-489796|Sena, Roseni Rosangela de||Universidade Federal de Minas Gerais|Escola de Enfermagem||Belo Horizonte|BR||
LIL|rhs|lil-489796|Grillo, Maria Jose Cabral||Universidade Federal de Minas Gerais|Escola de Enfermagem|Departamento de Enfermagem Básica|Belo Horizonte|BR||
LIL|rhs|lil-489796|Horta, Natalia de Cássia||Pontifícia Universidade Católica de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|lil-489796|Prado, Priscila Malta Coelho||Universidade Federal de Minas Gerais|Escola de Enfermagem||Belo Horizonte|BR||
LIL|rhs|lil-489797|Fernandes, Josicélia Dumêt||Universidade Federal da Bahia|Escola de Enfermagem|||||
LIL|rhs|lil-489797|Almeida Filho, Naomar de||Universidade Federal da Bahia|Instituto de Saúde Coletiva||Salvador|BR||
LIL|rhs|lil-489797|Santa Rosa, Darci de Oliveira||Universidade Federal da Bahia|Escola de Enfermagem|||||
LIL|rhs|lil-489797|Pontes, Márcia||Universidade Federal da Bahia|Faculdade de Educação||Salvador|BR||
LIL|rhs|lil-489797|Santana, Neuranides||Universidade Federal da Bahia|Escola de Enfermagem|||||
LIL|rhs|lil-489800|Leonello, Valéria Marli||Universidade de São Paulo|Programa de Pós-Graduação Enfermagem em Saúde Coletiva||Paulo|BR||
LIL|rhs|lil-489800|Oliveira, Maria Amélia de Campos||Universidade de São Paulo|Escola de Enfermagem|Departamento de Enfermagem em Saúde Coletiva|São Paulo|BR||
LIL|rhs|lil-489801|Santos, Izabel dos||Ministério da Saúde||||||
LIL|rhs|lil-489808|Aguiar, Maria Cecília Azevedo de||Universidade Federal do Espirito Santo|||Espirito Santo|BR||
LIL|rhs|lil-489808|Montenegro, Fernando Luiz Brunetti||Pontifícia Universidade Católica de São Paulo|||São Paulo|BR||
LIL|rhs|lil-489863|Cruz, Élissa Jôse E. R||Universidade do Estado do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|lil-489863|Souza, Norma Valéria Dantas de Oliveira||Universidade Federal do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|lil-489863|Lisboa, Márcia Tereza Luz||Universidade do Estado do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|lil-489904|Ferreira, Vanessa de Almeida||Universidade do Estado do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|lil-489904|Acioli, Sonia||Universidade do Estado do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|lil-489904|Heringer, Ariádina||Universidade do Estado do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|lil-489904|Barros, Ana Luisa da Silva||Universidade do Estado do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|lil-489915|Witt, Regina Rigatto||Universidade Federal do Rio Grande do Sul|||Porto Alegre|BR||
LIL|rhs|lil-489915|Almeida, Maria Cecília Puntel de||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|lil-489915|Araújo, Vivian||Universidade Federal do Rio Grande do Sul|||Porto Alegre|BR||
